MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	SetScore	Overlap	Coverage	RoundedLogPCov	CombinedScore	AverageOverlapPMN	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0	FALSE	1.61E-06	GMIP	EPHA8	0.428571429	5	5	"[5, 5]"	2	21.50526425	3	7	6.6	50.17894991	202.6666667	0	Cooccurring	"('GMIP', 'EPHA8')"	0
0	FALSE	1.61E-06	PCDHB3	C7	0.428571429	5	5	"[5, 5]"	2	24.53271511	3	7	6.6	57.24300191	272.6666667	0	Cooccurring	"('PCDHB3', 'C7')"	0.01
0	FALSE	1.61E-06	PCDHA12	DNAH10	0.428571429	5	5	"[5, 5]"	2	23.37493969	3	7	6.6	54.54152594	244.3333333	0	Cooccurring	"('PCDHA12', 'DNAH10')"	0
0	FALSE	1.61E-06	CIITA	PTCHD2	0.428571429	5	5	"[5, 5]"	2	22.12855329	3	7	6.6	51.63329102	225	0	Cooccurring	"('CIITA', 'PTCHD2')"	0
0	FALSE	1.61E-06	SLITRK2	PTCHD2	0.428571429	5	5	"[5, 5]"	2	23.66602688	3	7	6.6	55.22072938	234.6666667	0	Cooccurring	"('SLITRK2', 'PTCHD2')"	0
0	FALSE	1.61E-06	ZAN	PPEF2	0.428571429	5	5	"[5, 5]"	2	20.16890977	3	7	6.6	47.06078946	225.3333333	0	Cooccurring	"('ZAN', 'PPEF2')"	0
0	FALSE	1.61E-06	NOS3	COL6A6	0.428571429	5	5	"[5, 5]"	2	21.14267542	3	7	6.6	49.33290932	193.3333333	0	Cooccurring	"('NOS3', 'COL6A6')"	0
0	FALSE	1.61E-06	BRPF3	BZRAP1	0.428571429	5	5	"[5, 5]"	2	24.10766821	3	7	6.6	56.25122582	251	0	Cooccurring	"('BRPF3', 'BZRAP1')"	0
0	FALSE	1.61E-06	ULK2	SPTBN4	0.428571429	5	5	"[5, 5]"	2	25.91019988	3	7	6.6	60.45713306	272.3333333	0	Cooccurring	"('ULK2', 'SPTBN4')"	0
0	FALSE	1.61E-06	TRIO	PCNT	0.428571429	5	5	"[5, 5]"	2	27.26504743	3	7	6.6	63.61844401	272.6666667	0	Cooccurring	"('TRIO', 'PCNT')"	0
0	FALSE	1.61E-06	MAP3K12	SPTBN4	0.428571429	5	5	"[5, 5]"	2	24.15467306	3	7	6.6	56.3609038	251.3333333	0	Cooccurring	"('MAP3K12', 'SPTBN4')"	0
0	FALSE	1.61E-06	ULK2	ZNF536	0.428571429	5	5	"[5, 5]"	2	22.49100031	3	7	6.6	52.47900071	226.6666667	0	Cooccurring	"('ULK2', 'ZNF536')"	0
0	FALSE	1.61E-06	OTOA	ASTL	0.428571429	5	5	"[5, 5]"	2	21.87301831	3	7	6.6	51.03704271	228.3333333	0	Cooccurring	"('OTOA', 'ASTL')"	0
0	FALSE	1.61E-06	CASZ1	KIF1B	0.428571429	5	5	"[5, 5]"	2	26.03698693	3	7	6.6	60.75296951	254	0	Cooccurring	"('CASZ1', 'KIF1B')"	0
0	FALSE	1.61E-06	PRIC285	RBMS3	0.428571429	5	5	"[5, 5]"	2	19.35850132	3	7	6.6	45.16983641	198	0	Cooccurring	"('PRIC285', 'RBMS3')"	0
0	FALSE	1.61E-06	MAGEC2	LYST	0.428571429	5	5	"[5, 5]"	2	21.30338715	3	7	6.6	49.70790334	197.3333333	0	Cooccurring	"('MAGEC2', 'LYST')"	0
0	FALSE	1.61E-06	NIPBL	ZNF599	0.428571429	5	5	"[5, 5]"	2	23.58817097	3	7	6.6	55.0390656	231.3333333	0	Cooccurring	"('NIPBL', 'ZNF599')"	0
0	FALSE	1.61E-06	CASZ1	C2orf55	0.428571429	5	5	"[5, 5]"	2	21.07952572	3	7	6.6	49.18556001	225.3333333	0	Cooccurring	"('CASZ1', 'C2orf55')"	0
0	FALSE	1.61E-06	COL6A1	C7orf52	0.428571429	5	5	"[5, 5]"	2	21.04837884	3	7	6.6	49.11288396	210.6666667	0	Cooccurring	"('COL6A1', 'C7orf52')"	0
0	FALSE	1.61E-06	NIPBL	DEAF1	0.428571429	5	5	"[5, 5]"	2	23.54833887	3	7	6.6	54.94612403	231.3333333	0	Cooccurring	"('NIPBL', 'DEAF1')"	0.01
0	FALSE	1.61E-06	ABCA13	PCDHGA11	0.428571429	5	5	"[5, 5]"	2	22.90596878	3	7	6.6	53.44726049	242.6666667	0	Cooccurring	"('ABCA13', 'PCDHGA11')"	0
0	FALSE	1.61E-06	NIPBL	EPHA8	0.428571429	5	5	"[5, 5]"	2	22.46936419	3	7	6.6	52.42851645	202.3333333	0	Cooccurring	"('NIPBL', 'EPHA8')"	0.01
0	FALSE	1.61E-06	RERE	ZNF292	0.428571429	5	5	"[5, 5]"	2	25.15330542	3	7	6.6	58.69104598	237	0	Cooccurring	"('RERE', 'ZNF292')"	0
0	FALSE	1.61E-06	COL6A1	CNTNAP5	0.428571429	5	5	"[5, 5]"	2	22.57254965	3	7	6.6	52.66928252	210.6666667	0	Cooccurring	"('COL6A1', 'CNTNAP5')"	0
0	FALSE	1.61E-06	NRK	DSCAML1	0.428571429	5	5	"[5, 5]"	2	23.04175471	3	7	6.6	53.76409432	202.3333333	0	Cooccurring	"('NRK', 'DSCAML1')"	0
0	FALSE	1.61E-06	FHOD3	PCNT	0.428571429	5	5	"[5, 5]"	2	26.61856698	3	7	6.6	62.10998962	272.6666667	0	Cooccurring	"('FHOD3', 'PCNT')"	0
0	FALSE	1.61E-06	C7	PCDH17	0.428571429	5	5	"[5, 5]"	2	23.06701437	3	7	6.6	53.82303354	231.6666667	0	Cooccurring	"('C7', 'PCDH17')"	0
0	FALSE	1.61E-06	DNAH10	PCNT	0.428571429	5	5	"[5, 5]"	2	27.63212643	3	7	6.6	64.47496166	272.6666667	0	Cooccurring	"('DNAH10', 'PCNT')"	0
0	FALSE	1.61E-06	ABCC8	PPEF2	0.428571429	5	5	"[5, 5]"	2	21.88403601	3	7	6.6	51.06275069	225.3333333	0	Cooccurring	"('ABCC8', 'PPEF2')"	0
0	FALSE	1.61E-06	ZAN	ARAP3	0.428571429	5	5	"[5, 5]"	2	21.75011099	3	7	6.6	50.75025898	228.6666667	0	Cooccurring	"('ZAN', 'ARAP3')"	0
0	FALSE	1.61E-06	PLCB3	KANK1	0.428571429	5	5	"[5, 5]"	2	24.57696861	3	7	6.6	57.3462601	253.3333333	0	Cooccurring	"('PLCB3', 'KANK1')"	0
0	FALSE	1.61E-06	ZNF599	MSH6	0.428571429	5	5	"[5, 5]"	2	23.30645247	3	7	6.6	54.38172242	231.3333333	0	Cooccurring	"('ZNF599', 'MSH6')"	0
0	FALSE	1.61E-06	PDE6B	PLCB3	0.428571429	5	5	"[5, 5]"	2	23.7095211	3	7	6.6	55.3222159	253.3333333	0	Cooccurring	"('PDE6B', 'PLCB3')"	0
0	FALSE	1.61E-06	HFM1	NOS3	0.428571429	5	5	"[5, 5]"	2	22.15728705	3	7	6.6	51.70033644	203.3333333	0	Cooccurring	"('HFM1', 'NOS3')"	0
0	FALSE	1.61E-06	PTCHD2	KIF1B	0.428571429	5	5	"[5, 5]"	2	25.74019359	3	7	6.6	60.0604517	254	0	Cooccurring	"('PTCHD2', 'KIF1B')"	0
0	FALSE	1.61E-06	SALL4	TESK1	0.428571429	5	5	"[5, 5]"	2	21.93908942	3	7	6.6	51.19120866	227.3333333	0	Cooccurring	"('SALL4', 'TESK1')"	0
0	FALSE	1.61E-06	SLC12A5	ABCC8	0.428571429	5	5	"[5, 5]"	2	21.35444611	3	7	6.6	49.82704091	195	0	Cooccurring	"('SLC12A5', 'ABCC8')"	0.01
0	FALSE	1.61E-06	SVIL	RIMBP2	0.428571429	5	5	"[5, 5]"	2	21.54973158	3	7	6.6	50.28270702	223	0	Cooccurring	"('SVIL', 'RIMBP2')"	0
0	FALSE	1.61E-06	ST14	SMARCA4	0.428571429	5	5	"[5, 5]"	2	25.33211093	3	7	6.6	59.10825884	272.3333333	0	Cooccurring	"('ST14', 'SMARCA4')"	0
0	FALSE	1.61E-06	PCDH17	GMIP	0.428571429	5	5	"[5, 5]"	2	23.20718835	3	7	6.6	54.15010614	231.6666667	0	Cooccurring	"('PCDH17', 'GMIP')"	0.01
0	FALSE	1.61E-06	ABCC8	DOCK4	0.428571429	5	5	"[5, 5]"	2	23.05269677	3	7	6.6	53.7896258	226	0	Cooccurring	"('ABCC8', 'DOCK4')"	0.01
0	FALSE	1.61E-06	COL6A1	AFM	0.428571429	5	5	"[5, 5]"	2	20.59712465	3	7	6.6	48.05995751	198	0	Cooccurring	"('COL6A1', 'AFM')"	0
0	FALSE	1.61E-06	DNAH10	C2orf55	0.428571429	5	5	"[5, 5]"	2	25.17061785	3	7	6.6	58.73144165	272.6666667	0	Cooccurring	"('DNAH10', 'C2orf55')"	0
0	FALSE	1.61E-06	ZAN	C7	0.428571429	5	5	"[5, 5]"	2	23.50317933	3	7	6.6	54.84075177	272.6666667	0	Cooccurring	"('ZAN', 'C7')"	0.02
0	FALSE	1.61E-06	TRIO	C2orf55	0.428571429	5	5	"[5, 5]"	2	24.80353886	3	7	6.6	57.874924	272.6666667	0	Cooccurring	"('TRIO', 'C2orf55')"	0.01
0	FALSE	1.61E-06	GABRG2	C8B	0.428571429	5	5	"[5, 5]"	2	19.83103795	3	7	6.6	46.27242189	196	0	Cooccurring	"('GABRG2', 'C8B')"	0.01
0	FALSE	1.61E-06	OTOA	USP6	0.428571429	5	5	"[5, 5]"	2	22.49674538	3	7	6.6	52.49240589	226	0	Cooccurring	"('OTOA', 'USP6')"	0
0	FALSE	1.61E-06	RRP1B	ZNF536	0.428571429	5	5	"[5, 5]"	2	21.80241271	3	7	6.6	50.87229631	225.3333333	0	Cooccurring	"('RRP1B', 'ZNF536')"	0
0	FALSE	1.61E-06	TJP3	ZPBP	0.428571429	5	5	"[5, 5]"	2	21.05945056	3	7	6.6	49.13871796	206	0	Cooccurring	"('TJP3', 'ZPBP')"	0
0	FALSE	1.61E-06	RERE	DOCK4	0.428571429	5	5	"[5, 5]"	2	24.82771357	3	7	6.6	57.93133167	237	0	Cooccurring	"('RERE', 'DOCK4')"	0
0	FALSE	1.61E-06	ASTL	SLITRK2	0.428571429	5	5	"[5, 5]"	2	21.26775216	3	7	6.6	49.62475503	227	0	Cooccurring	"('ASTL', 'SLITRK2')"	0
0	FALSE	1.61E-06	HOOK2	HECW1	0.428571429	5	5	"[5, 5]"	2	22.68307763	3	7	6.6	52.92718113	246.6666667	0	Cooccurring	"('HOOK2', 'HECW1')"	0
0	FALSE	1.61E-06	NCAN	ABCG4	0.428571429	5	5	"[5, 5]"	2	22.14678553	3	7	6.6	51.6758329	245.6666667	0	Cooccurring	"('NCAN', 'ABCG4')"	0
0	FALSE	1.61E-06	PTPRD	PTCHD2	0.428571429	5	5	"[5, 5]"	2	24.4913008	3	7	6.6	57.14636853	234.6666667	0	Cooccurring	"('PTPRD', 'PTCHD2')"	0
0	FALSE	1.61E-06	TRIO	MAP3K12	0.428571429	5	5	"[5, 5]"	2	22.91678781	3	7	6.6	53.47250489	244.3333333	0	Cooccurring	"('TRIO', 'MAP3K12')"	0
0	FALSE	1.61E-06	FHOD3	DNAH10	0.428571429	5	5	"[5, 5]"	2	26.91133051	3	7	6.6	62.79310453	272.6666667	0	Cooccurring	"('FHOD3', 'DNAH10')"	0.01
0	FALSE	1.61E-06	BPTF	UMOD	0.428571429	5	5	"[5, 5]"	2	22.46733159	3	7	6.6	52.4237737	206.6666667	0	Cooccurring	"('BPTF', 'UMOD')"	0
0	FALSE	1.61E-06	DEAF1	MSH6	0.428571429	5	5	"[5, 5]"	2	23.26662036	3	7	6.6	54.28878084	231.3333333	0	Cooccurring	"('DEAF1', 'MSH6')"	0
0	FALSE	1.61E-06	BZRAP1	WHSC1L1	0.428571429	5	5	"[5, 5]"	2	24.15381113	3	7	6.6	56.35889263	250	0	Cooccurring	"('BZRAP1', 'WHSC1L1')"	0
0	FALSE	1.61E-06	OTOA	BCL9	0.428571429	5	5	"[5, 5]"	2	22.51085994	3	7	6.6	52.52533986	226	0	Cooccurring	"('OTOA', 'BCL9')"	0.01
0	FALSE	1.61E-06	ZAN	AGAP3	0.428571429	5	5	"[5, 5]"	2	21.29113304	3	7	6.6	49.67931043	247	0	Cooccurring	"('ZAN', 'AGAP3')"	0.01
0	FALSE	1.61E-06	ZAN	TRIO	0.428571429	5	5	"[5, 5]"	2	24.80353886	3	7	6.6	57.874924	272.6666667	0	Cooccurring	"('ZAN', 'TRIO')"	0
0	FALSE	1.61E-06	C7	BZRAP1	0.428571429	5	5	"[5, 5]"	2	23.60189814	3	7	6.6	55.07109566	250	0	Cooccurring	"('C7', 'BZRAP1')"	0.01
0	FALSE	1.61E-06	TRIO	DNAH10	0.428571429	5	5	"[5, 5]"	2	27.55781097	3	7	6.6	64.30155892	272.6666667	0	Cooccurring	"('TRIO', 'DNAH10')"	0
0	FALSE	1.61E-06	PCDHB3	CIITA	0.428571429	5	5	"[5, 5]"	2	21.570193	3	7	6.6	50.33045033	225	0	Cooccurring	"('PCDHB3', 'CIITA')"	0
0	FALSE	1.61E-06	COL6A1	PCDHA12	0.428571429	5	5	"[5, 5]"	2	23.79213783	3	7	6.6	55.51498827	255.3333333	0	Cooccurring	"('COL6A1', 'PCDHA12')"	0
0	FALSE	1.61E-06	SHPRH	DOCK4	0.428571429	5	5	"[5, 5]"	2	23.6301316	3	7	6.6	55.13697373	228	0	Cooccurring	"('SHPRH', 'DOCK4')"	0.01
0	FALSE	1.61E-06	CNTNAP5	C7orf52	0.428571429	5	5	"[5, 5]"	2	21.28752582	3	7	6.6	49.67089358	210.6666667	0	Cooccurring	"('CNTNAP5', 'C7orf52')"	0
0	FALSE	1.61E-06	NIPBL	PTPRD	0.428571429	5	5	"[5, 5]"	2	25.19124464	3	7	6.6	58.77957083	234.6666667	0	Cooccurring	"('NIPBL', 'PTPRD')"	0
0	FALSE	1.61E-06	ZAN	PCDHB3	0.428571429	5	5	"[5, 5]"	2	23.44588152	3	7	6.6	54.70705687	272.6666667	0	Cooccurring	"('ZAN', 'PCDHB3')"	0
0	FALSE	1.61E-06	HOOK2	KANK1	0.428571429	5	5	"[5, 5]"	2	22.53954841	3	7	6.6	52.59227963	245	0	Cooccurring	"('HOOK2', 'KANK1')"	0
0	FALSE	1.61E-06	NIPBL	PTCHD2	0.428571429	5	5	"[5, 5]"	2	24.86466633	3	7	6.6	58.01755478	234.6666667	0	Cooccurring	"('NIPBL', 'PTCHD2')"	0
0	FALSE	1.61E-06	AGAP3	USP43	0.428571429	5	5	"[5, 5]"	2	22.66446317	3	7	6.6	52.88374739	247	0	Cooccurring	"('AGAP3', 'USP43')"	0.01
0	FALSE	1.61E-06	PCDHB3	TRIO	0.428571429	5	5	"[5, 5]"	2	25.83307463	3	7	6.6	60.27717414	272.6666667	0	Cooccurring	"('PCDHB3', 'TRIO')"	0
0	FALSE	1.61E-06	ZAN	ABCC8	0.428571429	5	5	"[5, 5]"	2	20.90996255	3	7	6.6	48.78991261	225.3333333	0	Cooccurring	"('ZAN', 'ABCC8')"	0.01
0	FALSE	1.61E-06	DNAH10	C7	0.428571429	5	5	"[5, 5]"	2	26.25745144	3	7	6.6	61.2673867	272.6666667	0	Cooccurring	"('DNAH10', 'C7')"	0
0	FALSE	1.61E-06	PCDHA12	FHOD3	0.428571429	5	5	"[5, 5]"	2	24.24782666	3	7	6.6	56.57826221	255.3333333	0	Cooccurring	"('PCDHA12', 'FHOD3')"	0
0	FALSE	1.61E-06	BRPF3	WHSC1L1	0.428571429	5	5	"[5, 5]"	2	23.77270917	3	7	6.6	55.46965472	250.3333333	0	Cooccurring	"('BRPF3', 'WHSC1L1')"	0.02
0	FALSE	1.61E-06	TRIO	SRMS	0.428571429	5	5	"[5, 5]"	2	23.16021391	3	7	6.6	54.04049912	247.6666667	0	Cooccurring	"('TRIO', 'SRMS')"	0
0	FALSE	1.61E-06	PCDHB3	PTCHD2	0.428571429	5	5	"[5, 5]"	2	21.69762401	3	7	6.6	50.62778935	225	0	Cooccurring	"('PCDHB3', 'PTCHD2')"	0
0	FALSE	1.61E-06	PTPRD	SLITRK2	0.428571429	5	5	"[5, 5]"	2	23.99260518	3	7	6.6	55.98274543	234.6666667	0	Cooccurring	"('PTPRD', 'SLITRK2')"	0
0	FALSE	1.61E-06	C7	PCNT	0.428571429	5	5	"[5, 5]"	2	25.96468791	3	7	6.6	60.58427178	272.6666667	0	Cooccurring	"('C7', 'PCNT')"	0.02
0	FALSE	1.61E-06	WNK3	LRRK2	0.428571429	5	5	"[5, 5]"	2	24.71482826	3	7	6.6	57.6679326	232.3333333	0	Cooccurring	"('WNK3', 'LRRK2')"	0
0	FALSE	1.61E-06	IGF2BP1	DNAH10	0.428571429	5	5	"[5, 5]"	2	23.45186051	3	7	6.6	54.72100786	228.3333333	0	Cooccurring	"('IGF2BP1', 'DNAH10')"	0
0	FALSE	1.61E-06	KDM5D	KIF1B	0.428571429	5	5	"[5, 5]"	2	24.42002911	3	7	6.6	56.98006793	83.33333333	0	Cooccurring	"('KDM5D', 'KIF1B')"	0
0	FALSE	1.61E-06	NIPBL	SLITRK2	0.428571429	5	5	"[5, 5]"	2	24.36597072	3	7	6.6	56.85393168	234.6666667	0	Cooccurring	"('NIPBL', 'SLITRK2')"	0
0	FALSE	1.61E-06	ZAN	PCNT	0.428571429	5	5	"[5, 5]"	2	24.87785432	3	7	6.6	58.04832674	272.6666667	0	Cooccurring	"('ZAN', 'PCNT')"	0
0	FALSE	1.61E-06	BCL9	USP6	0.428571429	5	5	"[5, 5]"	2	22.71024162	3	7	6.6	52.99056378	226	0	Cooccurring	"('BCL9', 'USP6')"	0.01
0	FALSE	1.61E-06	CNTN6	CPS1	0.428571429	5	5	"[5, 5]"	2	21.30440046	3	7	6.6	49.71026774	195.3333333	0	Cooccurring	"('CNTN6', 'CPS1')"	0
0	FALSE	1.61E-06	C21orf58	LRP4	0.428571429	5	5	"[5, 5]"	2	21.78922162	3	7	6.6	50.84151711	227	0	Cooccurring	"('C21orf58', 'LRP4')"	0
0	FALSE	1.61E-06	SPTBN4	KIF1B	0.428571429	5	5	"[5, 5]"	2	25.04391752	3	7	6.6	58.43580754	232.6666667	0	Cooccurring	"('SPTBN4', 'KIF1B')"	0
0	FALSE	1.61E-06	ZNF318	SMARCA4	0.428571429	5	5	"[5, 5]"	2	26.31177128	3	7	6.6	61.39413298	272.3333333	0	Cooccurring	"('ZNF318', 'SMARCA4')"	0
0	FALSE	1.61E-06	ZAN	DNAH10	0.428571429	5	5	"[5, 5]"	2	25.17061785	3	7	6.6	58.73144165	272.6666667	0	Cooccurring	"('ZAN', 'DNAH10')"	0
0	FALSE	1.61E-06	DISP1	NIPBL	0.428571429	5	5	"[5, 5]"	2	24.17786003	3	7	6.6	56.41500673	212.3333333	0	Cooccurring	"('DISP1', 'NIPBL')"	0.01
0	FALSE	1.61E-06	FHOD3	C7	0.428571429	5	5	"[5, 5]"	2	25.24389199	3	7	6.6	58.90241465	272.6666667	0	Cooccurring	"('FHOD3', 'C7')"	0
0	FALSE	1.61E-06	FHOD3	DOCK4	0.428571429	5	5	"[5, 5]"	2	24.8628269	3	7	6.6	58.01326276	237	0	Cooccurring	"('FHOD3', 'DOCK4')"	0
0	FALSE	1.61E-06	RHBDF2	ANK2	0.428571429	5	5	"[5, 5]"	2	22.74981494	3	7	6.6	53.08290153	207.6666667	0	Cooccurring	"('RHBDF2', 'ANK2')"	0.01
0	FALSE	1.61E-06	ZNF599	DEAF1	0.428571429	5	5	"[5, 5]"	2	21.98760623	3	7	6.6	51.30441455	231.3333333	0	Cooccurring	"('ZNF599', 'DEAF1')"	0
0	FALSE	1.61E-06	MYOM3	ABCA4	0.428571429	5	5	"[5, 5]"	2	24.11746315	3	7	6.6	56.27408068	230.3333333	0	Cooccurring	"('MYOM3', 'ABCA4')"	0.01
0	FALSE	1.61E-06	AGAP3	ITIH5	0.428571429	5	5	"[5, 5]"	2	20.28906366	3	7	6.6	47.34114854	243.3333333	0	Cooccurring	"('AGAP3', 'ITIH5')"	0.01
0	FALSE	1.61E-06	ULK2	ST14	0.428571429	5	5	"[5, 5]"	2	24.7968985	3	7	6.6	57.85942984	272.3333333	0	Cooccurring	"('ULK2', 'ST14')"	0
0	FALSE	1.61E-06	C7	WHSC1L1	0.428571429	5	5	"[5, 5]"	2	23.3647077	3	7	6.6	54.5176513	250	0	Cooccurring	"('C7', 'WHSC1L1')"	0
0	FALSE	1.61E-06	RERE	FHOD3	0.428571429	5	5	"[5, 5]"	2	24.63548032	3	7	6.6	57.48278741	237	0	Cooccurring	"('RERE', 'FHOD3')"	0
0	FALSE	1.61E-06	PCDHA12	CFTR	0.428571429	5	5	"[5, 5]"	2	21.54198892	3	7	6.6	50.26464082	242.3333333	0	Cooccurring	"('PCDHA12', 'CFTR')"	0
0	FALSE	1.61E-06	SPTBN4	SMARCA4	0.428571429	5	5	"[5, 5]"	2	26.44541231	3	7	6.6	61.70596206	272.3333333	0	Cooccurring	"('SPTBN4', 'SMARCA4')"	0.03
0	FALSE	1.61E-06	ST14	SPTBN4	0.428571429	5	5	"[5, 5]"	2	25.71838305	3	7	6.6	60.00956045	272.3333333	0	Cooccurring	"('ST14', 'SPTBN4')"	0
0	FALSE	1.61E-06	PCDHB3	PCNT	0.428571429	5	5	"[5, 5]"	2	25.90739009	3	7	6.6	60.45057688	272.6666667	0	Cooccurring	"('PCDHB3', 'PCNT')"	0
0	FALSE	1.61E-06	PCNT	C2orf55	0.428571429	5	5	"[5, 5]"	2	24.87785432	3	7	6.6	58.04832674	272.6666667	0	Cooccurring	"('PCNT', 'C2orf55')"	0.01
0	FALSE	1.61E-06	KIF1B	RIMBP2	0.428571429	5	5	"[5, 5]"	2	24.14026471	3	7	6.6	56.32728432	233	0	Cooccurring	"('KIF1B', 'RIMBP2')"	0
0	FALSE	1.61E-06	ZAN	C2orf55	0.428571429	5	5	"[5, 5]"	2	22.41634574	3	7	6.6	52.30480673	272.6666667	0	Cooccurring	"('ZAN', 'C2orf55')"	0
0	FALSE	1.61E-06	C7	GMIP	0.428571429	5	5	"[5, 5]"	2	22.88916556	3	7	6.6	53.40805297	231.6666667	0	Cooccurring	"('C7', 'GMIP')"	0
0	FALSE	1.61E-06	COL6A1	FHOD3	0.428571429	5	5	"[5, 5]"	2	24.33616412	3	7	6.6	56.78438295	255.3333333	0	Cooccurring	"('COL6A1', 'FHOD3')"	0.01
0	FALSE	1.61E-06	ZNF318	ST14	0.428571429	5	5	"[5, 5]"	2	25.58474201	3	7	6.6	59.69773137	272.3333333	0	Cooccurring	"('ZNF318', 'ST14')"	0
0	FALSE	1.61E-06	ZAN	FHOD3	0.428571429	5	5	"[5, 5]"	2	24.1570584	3	7	6.6	56.36646961	272.6666667	0	Cooccurring	"('ZAN', 'FHOD3')"	0
0	FALSE	1.61E-06	NBAS	ECT2L	0.428571429	5	5	"[5, 5]"	2	21.89928004	3	7	6.6	51.09832009	204.6666667	0	Cooccurring	"('NBAS', 'ECT2L')"	0
0	FALSE	1.61E-06	FHOD3	DNHD1	0.428571429	5	5	"[5, 5]"	2	23.96139087	3	7	6.6	55.90991202	226	0	Cooccurring	"('FHOD3', 'DNHD1')"	0
0	FALSE	1.61E-06	PCDHB3	C2orf55	0.428571429	5	5	"[5, 5]"	2	23.44588152	3	7	6.6	54.70705687	272.6666667	0	Cooccurring	"('PCDHB3', 'C2orf55')"	0.01
0	FALSE	1.61E-06	ULK2	SMARCA4	0.428571429	5	5	"[5, 5]"	2	25.52392776	3	7	6.6	59.55583145	272.3333333	0	Cooccurring	"('ULK2', 'SMARCA4')"	0
0	FALSE	1.61E-06	C7	C2orf55	0.428571429	5	5	"[5, 5]"	2	23.50317933	3	7	6.6	54.84075177	272.6666667	0	Cooccurring	"('C7', 'C2orf55')"	0
0	FALSE	1.61E-06	PCDHB3	FHOD3	0.428571429	5	5	"[5, 5]"	2	25.18659418	3	7	6.6	58.76871975	272.6666667	0	Cooccurring	"('PCDHB3', 'FHOD3')"	0
0	FALSE	1.61E-06	ZNF318	ULK2	0.428571429	5	5	"[5, 5]"	2	25.77655885	3	7	6.6	60.14530398	272.3333333	0	Cooccurring	"('ZNF318', 'ULK2')"	0
0	FALSE	1.61E-06	ULK2	SRMS	0.428571429	5	5	"[5, 5]"	2	21.53889225	3	7	6.6	50.25741525	245.3333333	0	Cooccurring	"('ULK2', 'SRMS')"	0
0	FALSE	1.61E-06	DOCK4	ZNF292	0.428571429	5	5	"[5, 5]"	2	25.380652	3	7	6.6	59.22152132	237	0	Cooccurring	"('DOCK4', 'ZNF292')"	0
0	FALSE	1.61E-06	TRIO	FHOD3	0.428571429	5	5	"[5, 5]"	2	26.54425152	3	7	6.6	61.93658688	272.6666667	0	Cooccurring	"('TRIO', 'FHOD3')"	0
0	FALSE	1.61E-06	ARHGEF19	MSH6	0.428571429	5	5	"[5, 5]"	2	24.22844804	3	7	6.6	56.53304543	236.6666667	0	Cooccurring	"('ARHGEF19', 'MSH6')"	0
0	FALSE	1.61E-06	SPTBN5	PTCHD2	0.428571429	5	5	"[5, 5]"	2	23.13225659	3	7	6.6	53.97526537	205.6666667	0	Cooccurring	"('SPTBN5', 'PTCHD2')"	0
0	FALSE	1.61E-06	ZNF318	DPPA4	0.428571429	5	5	"[5, 5]"	2	20.14061772	3	7	6.6	46.99477467	222.3333333	0	Cooccurring	"('ZNF318', 'DPPA4')"	0
0.7	FALSE	1.73E-06	PCLO	ZNF292	0.2	5	19	"[19, 5]"	2	24.88265122	4	20	7.1	124.4132561	184.25	14	Cooccurring	"('PCLO', 'ZNF292')"	0
0.7	FALSE	1.73E-06	RB1	RIMBP2	0.2	5	19	"[19, 5]"	2	21.42119236	4	20	7.1	107.1059618	179	14	Cooccurring	"('RB1', 'RIMBP2')"	0
0.7	FALSE	1.73E-06	RERE	PCLO	0.2	19	5	"[5, 19]"	2	23.23717566	4	20	7.1	116.1858783	181.25	14	Cooccurring	"('RERE', 'PCLO')"	0.01
0.607142857	FALSE	1.76E-06	SPTA1	ADCY1	0.178571429	8	25	"[25, 8]"	2	22.86481433	5	28	7.2	128.0429602	161.2	17	Cooccurring	"('SPTA1', 'ADCY1')"	0.01
0.2	FALSE	2.03E-06	SLIT3	ADCY1	0.266666667	8	11	"[11, 8]"	2	24.99380828	4	15	6.9	93.72678105	230.5	3	Cooccurring	"('SLIT3', 'ADCY1')"	0.02
0.2	FALSE	2.03E-06	MDN1	PLEC	0.266666667	8	11	"[11, 8]"	2	24.79577344	4	15	6.9	92.98415038	189.75	3	Cooccurring	"('MDN1', 'PLEC')"	0.01
0.714285714	FALSE	2.15E-06	OBSCN	SLC22A2	0.19047619	5	20	"[20, 5]"	2	23.41296456	4	21	7	122.918064	191.25	15	Cooccurring	"('OBSCN', 'SLC22A2')"	0
0.714285714	FALSE	2.15E-06	OBSCN	COL24A1	0.19047619	5	20	"[20, 5]"	2	24.03246832	4	21	7	126.1704587	163	15	Cooccurring	"('OBSCN', 'COL24A1')"	0
0.714285714	FALSE	2.15E-06	OBSCN	EPHB2	0.19047619	5	20	"[20, 5]"	2	24.4982347	4	21	7	128.6157322	195.25	15	Cooccurring	"('OBSCN', 'EPHB2')"	0
0.714285714	FALSE	2.15E-06	OBSCN	LRRK2	0.19047619	5	20	"[20, 5]"	2	24.77669595	4	21	7	130.0776537	179	15	Cooccurring	"('OBSCN', 'LRRK2')"	0
